Mod:Item:MetaData, Localized Name
botania:floatingspecialflower:0, 浮空勿落草
botania:floatingspecialflower:0, 浮空启命英
botania:floatingspecialflower:0, 浮空翡翠苋
botania:floatingspecialflower:0, 浮空娇媚之刺
botania:floatingspecialflower:0, 浮空小娇媚之刺
botania:floatingspecialflower:0, 浮空恐惧之刺
botania:floatingspecialflower:0, 浮空平成之梦
botania:floatingspecialflower:0, 浮空虎之眼
botania:floatingspecialflower:0, 浮空异构花
botania:floatingspecialflower:0, 浮空小异构花
botania:floatingspecialflower:0, 浮空凝矿兰
botania:floatingspecialflower:0, 浮空炎矿兰
botania:floatingspecialflower:0, 浮空天降之奏
botania:floatingspecialflower:0, 浮空冶炼火
botania:floatingspecialflower:0, 浮空田园康乃馨
botania:floatingspecialflower:0, 浮空小田园康乃馨
botania:floatingspecialflower:0, 浮空漏斗花
botania:floatingspecialflower:0, 浮空小漏斗花
botania:floatingspecialflower:0, 浮空手掌花
botania:floatingspecialflower:0, 浮空小手掌花
botania:floatingspecialflower:0, 浮空束缚莓
botania:floatingspecialflower:0, 浮空自由之翼
botania:floatingspecialflower:0, 浮空毒风信
botania:floatingspecialflower:0, 浮空石化草
botania:floatingspecialflower:0, 浮空畜牧花
botania:floatingspecialflower:0, 浮空粘土花
botania:floatingspecialflower:0, 浮空小粘土花
botania:floatingspecialflower:0, 浮空聚宝花
botania:floatingspecialflower:0, 浮空扇水仙
botania:floatingspecialflower:0, 浮空诱引莲
botania:floatingspecialflower:0, 浮空凌空蓟
botania:floatingspecialflower:0, 浮空气泡铃
botania:floatingspecialflower:0, 浮空小气泡铃
botania:floatingspecialflower:0, 浮空弱磁兰
botania:floatingspecialflower:0, 浮空小弱磁兰
botania:floatingspecialflower:0, 浮空消音柑
botania:prism, tile.prism.name
botania:enchantedsoil, tile.enchantedSoil.name
botania:petalblock:0, 白色花瓣块
botania:petalblock:1, 橙色花瓣块
botania:petalblock:2, 品红色花瓣块
botania:petalblock:3, 淡蓝色花瓣块
botania:petalblock:4, 黄色花瓣块
botania:petalblock:5, 黄绿色花瓣块
botania:petalblock:6, 粉红色花瓣块
botania:petalblock:7, 灰色花瓣块
botania:petalblock:8, 淡灰色花瓣块
botania:petalblock:9, 青色花瓣块
botania:petalblock:10, 紫色花瓣块
botania:petalblock:11, 蓝色花瓣块
botania:petalblock:12, 棕色花瓣块
botania:petalblock:13, 绿色花瓣块
botania:petalblock:14, 红色花瓣块
botania:petalblock:15, 黑色花瓣块
botania:corporeaindex, tile.corporeaIndex.name
botania:corporeafunnel, tile.corporeaFunnel.name
botania:mushroom:0, 白色微光蘑菇
botania:mushroom:1, 橙色微光蘑菇
botania:mushroom:2, 品红色微光蘑菇
botania:mushroom:3, 淡蓝色微光蘑菇
botania:mushroom:4, 黄色微光蘑菇
botania:mushroom:5, 黄绿色微光蘑菇
botania:mushroom:6, 粉红色微光蘑菇
botania:mushroom:7, 灰色微光蘑菇
botania:mushroom:8, 淡灰色微光蘑菇
botania:mushroom:9, 青色微光蘑菇
botania:mushroom:10, 紫色微光蘑菇
botania:mushroom:11, 蓝色微光蘑菇
botania:mushroom:12, 棕色微光蘑菇
botania:mushroom:13, 绿色微光蘑菇
botania:mushroom:14, 红色微光蘑菇
botania:mushroom:15, 黑色微光蘑菇
botania:pump, 机械流体泵管道
botania:doubleflower1:0, 白色高神秘花
botania:doubleflower1:1, 橙色高神秘花
botania:doubleflower1:2, 品红色高神秘花
botania:doubleflower1:3, 淡蓝色高神秘花
botania:doubleflower1:4, 黄色高神秘花
botania:doubleflower1:5, 黄绿色高神秘花
botania:doubleflower1:6, 粉红色高神秘花
botania:doubleflower1:7, 灰色高神秘花
botania:doubleflower2:0, 淡灰色高神秘花
botania:doubleflower2:1, 青色高神秘花
botania:doubleflower2:2, 紫色高神秘花
botania:doubleflower2:3, 蓝色高神秘花
botania:doubleflower2:4, 棕色高神秘花
botania:doubleflower2:5, 绿色高神秘花
botania:doubleflower2:6, 红色高神秘花
botania:doubleflower2:7, 黑色高神秘花
botania:blazeblock, tile.blazeBlock.name
botania:corporeainterceptor, tile.corporeaInterceptor.name
botania:corporeacrystalcube, tile.corporeaCrystalCube.name
botania:incenseplate, tile.incensePlate.name
botania:hourglass, tile.hourglass.name
botania:ghostrail, tile.ghostRail.name
botania:sparkchanger, tile.sparkChanger.name
botania:root, tile.root.name
botania:felpumpkin, tile.felPumpkin.name
botania:cocoon, tile.cocoon.name
botania:lightrelay:0, 微光
botania:lightrelay:1, 探测微光
botania:lightrelay:2, 岔路微光
botania:lightrelay:3, 激活微光
botania:lightlauncher, tile.lightLauncher.name
botania:manabomb, tile.manaBomb.name
botania:cacophoniumblock, tile.cacophoniumBlock.name
botania:bellows, 奥术风箱
botania:bifrostperm, tile.bifrostPerm.name
botania:cellblock, tile.cellBlock.name
botania:redstringinterceptor, tile.redStringInterceptor.name
botania:corporearetainer, tile.corporeaRetainer.name
botania:teruterubozu, tile.teruTeruBozu.name
botania:shimmerrock, tile.shimmerrock.name
botania:shimmerwoodplanks, tile.shimmerwoodPlanks.name
botania:avatar, tile.avatar.name
botania:altgrass:0, 干草地
botania:altgrass:1, 黄金草地
botania:altgrass:2, 鲜草草地
botania:altgrass:3, 焦草草地
botania:altgrass:4, 注魔草地
botania:altgrass:5, 异变草地
botania:animatedtorch, tile.animatedTorch.name
extrabotany:manareader, item.manareader.name
extrabotany:spiritfuel, item.spiritfuel.name
extrabotany:nightmarefuel, item.nightmarefuel.name
extrabotany:material:0, 精神碎片
extrabotany:material:1, 奥利哈刚锭
extrabotany:material:2, 镀金服务器
extrabotany:material:3, 英雄勋章
extrabotany:material:4, 魔法玻璃空瓶
extrabotany:material:5, 暗影锭
extrabotany:material:6, 挑战券
extrabotany:material:7, 莱茵河的黄金
extrabotany:material:8, 光子锭
extrabotany:material:9, 来自虚空的呼唤
extrabotany:material:10, 三重血玉
extrabotany:friedchicken, item.friedchicken.name
extrabotany:froststar, item.froststar.name
extrabotany:deathring, item.deathring.name
extrabotany:manasteelhammer, item.manasteelhammer.name
extrabotany:elementiumhammer, item.elementiumhammer.name
extrabotany:terrasteelhammer, item.terrasteelhammer.name
extrabotany:gildedmashedpotato, item.gildedmashedpotato.name
extrabotany:ultimatehammer, item.ultimatehammer.name
extrabotany:binder, item.binder.name
extrabotany:kinggarden, item.kinggarden.name
extrabotany:camera, 相机
extrabotany:natureorb, item.natureorb.name
extrabotany:failnaught, item.failnaught.name
extrabotany:buddhistrelics, item.buddhistrelics.name
extrabotany:treasurebox, item.treasurebox.name
extrabotany:recordgaia3, item.recordgaia3.name
extrabotany:manasteelshield, item.manasteelshield.name
extrabotany:terrasteelshield, item.terrasteelshield.name
extrabotany:elementiumshield, item.elementiumshield.name
extrabotany:achilleshield, item.achilleshield.name
extrabotany:mastermanaring, item.mastermanaring.name
extrabotany:combatmaidboots, item.combatmaidboots.name
extrabotany:combatmaidchest, item.combatmaidchest.name
extrabotany:combatmaidhelm, item.combatmaidhelm.name
extrabotany:combatmaidlegs, item.combatmaidlegs.name
extrabotany:cosmeticmaidhelm, item.cosmeticmaidhelm.name
extrabotany:cosmeticmaidchest, item.cosmeticmaidchest.name
extrabotany:cosmeticmaidlegs, item.cosmeticmaidlegs.name
extrabotany:cosmeticmaidboots, item.cosmeticmaidboots.name
extrabotany:manadrink, item.manadrink.name
extrabotany:splashgrenade, item.splashgrenade.name
extrabotany:cocktail, item.cocktail.name
extrabotany:infinitewine, item.infinitewine.name
extrabotany:flyingboat:0, 魔钢飞船
extrabotany:flyingboat:1, 源质钢飞船
extrabotany:flyingboat:2, 泰拉钢飞船
extrabotany:cosmeticmaidhelmrevealing, item.cosmeticmaidhelmrevealing.name
extrabotany:combatmaidhelmrevealing, item.combatmaidhelmrevealing.name
extrabotany:shadowwarriorboots, item.shadowwarriorboots.name
extrabotany:shadowwarriorchest, item.shadowwarriorchest.name
extrabotany:shadowwarriorhelm, item.shadowwarriorhelm.name
extrabotany:shadowwarriorlegs, item.shadowwarriorlegs.name
extrabotany:combatmaidchestdarkened, item.combatmaidchestdarkened.name
extrabotany:shadowkatana, item.shadowkatana.name
extrabotany:excaliber, item.excaliber.name
extrabotany:puredaisypendant, item.puredaisypendant.name
extrabotany:supercrown, item.supercrown.name
extrabotany:redscarf, item.redscarf.name
extrabotany:masterhandbag, item.masterhandbag.name
extrabotany:spearsubspace, item.spearsubspace.name
extrabotany:coregod:0, 律者核心
extrabotany:coregod:1, 律者核心
extrabotany:coregod:2, 律者核心
extrabotany:coregod:3, 律者核心
extrabotany:coregod:4, 律者核心
extrabotany:candy:0, 万圣节糖果Eins
extrabotany:candy:1, 万圣节糖果Zwei
extrabotany:candy:2, 万圣节糖果Drei
extrabotany:rewardbag:0, 奖励袋Eins
extrabotany:rewardbag:1, 奖励袋Zwei
extrabotany:rewardbag:2, 奖励袋Drei
extrabotany:rewardbag:3, 奖励袋Vier
extrabotany:candybag, item.candybag.name
extrabotany:judahoath:0, 犹大的誓约
extrabotany:judahoath:1, 犹大的誓约KIRA
extrabotany:judahoath:2, 樱花的誓约
extrabotany:wallrunning, item.wallrunning.name
extrabotany:walljumping, item.walljumping.name
extrabotany:parkour, item.parkour.name
extrabotany:walkingcane, item.walkingcane.name
extrabotany:allforone, item.allforone.name
extrabotany:elvenking, item.elvenking.name
extrabotany:rewardbag943, item.rewardbag943.name
extrabotany:goblinslayerhelm, item.goblinslayerhelm.name
extrabotany:goblinslayerchest, item.goblinslayerchest.name
extrabotany:goblinslayerlegs, item.goblinslayerlegs.name
extrabotany:goblinslayerboots, item.goblinslayerboots.name
extrabotany:foxear, item.foxear.name
extrabotany:lens:0, 魔力透镜:冲击
extrabotany:lens:1, 魔力透镜:冶炼
extrabotany:lens:2, 魔力透镜:魔力
extrabotany:lens:3, 魔力透镜:药水
extrabotany:lens:4, 魔力透镜:云朵
extrabotany:lens:5, 魔力透镜:追踪
extrabotany:lens:6, 魔力透镜:超导
extrabotany:bottledflame, item.bottledflame.name
extrabotany:bottledstar, item.bottledstar.name
extrabotany:bottledpixie, item.bottledpixie.name
extrabotany:cosmetic:0, 石鬼面
extrabotany:cosmetic:1, 模拟人生
extrabotany:cosmetic:2, 丛林护目镜
extrabotany:cosmetic:3, 潜水护目镜
extrabotany:cosmetic:4, 雪地护目镜
extrabotany:cosmetic:5, 护目镜
extrabotany:cosmetic:6, 黑框眼镜
extrabotany:cosmetic:7, 问号
extrabotany:cosmetic:8, 柠檬
extrabotany:cosmetic:9, Thug Life
extrabotany:recordherrscher, item.recordherrscher.name
extrabotany:jingweifeather, item.jingweifeather.name
extrabotany:manadriverring, item.manadriverring.name
extrabotany:magicfinger, item.magicfinger.name
extrabotany:silenteternity, item.silenteternity.name
extrabotany:specialbag, item.specialbag.name
extrabotany:pedestal, 基座
extrabotany:blockorichalcos, tile.blockorichalcos.name
extrabotany:manabarrel, tile.manabarrel.name
extrabotany:cocoondesire, tile.cocoondesire.name
extrabotany:managenerator, tile.managenerator.name
extrabotany:manaliquefaction, tile.manaliquefaction.name
extrabotany:fluidedmana, 液态魔力
extrabotany:elfjar, tile.elfjar.name
extrabotany:trophy, tile.trophy.name
extrabotany:quantummanabuffer, tile.quantummanabuffer.name
extrabotany:dimensioncatalyst, tile.dimensioncatalyst.name
extrabotany:blockshadowium, tile.blockshadowium.name
extrabotany:blockphotonium, tile.blockphotonium.name
extrabotany:chargepad, tile.chargepad.name
akashictome:tome, item.tome.name
avaritiarecipemaker:avaritiarecipemakerblock, Avaritia Recipe Factory
avaritiarecipemaker:vanillarecipemakerblock, Vanilla Recipe Factory
bathappymod:dummy, [null]
betterenchantment:empty_enchanted_book, Empty Enchanted Book
chesttransporter:chesttransporter, 木搬箱器
chesttransporter:chesttransporter_iron, 铁搬箱器
chesttransporter:chesttransporter_gold, 金搬箱器
chesttransporter:chesttransporter_diamond, 钻石搬箱器
chesttransporter:chesttransporter_copper, 铜搬箱器
chesttransporter:chesttransporter_silver, 银搬箱器
chesttransporter:chesttransporter_tin, 锡搬箱器
chesttransporter:chesttransporter_obsidian, 黑曜石搬箱器
coroutil:repairing_block, 修复方块
coroutil:item_repairing_gel, 修复凝胶
croparia:fruit_start, 原始果实
croparia:rake, 耙
croparia:earth_upgrade, 地部件
croparia:fire_upgrade, 火部件
croparia:air_upgrade, 风部件
croparia:lightning_upgrade, 雷部件
croparia:elematilius, 元素碎片
croparia:golem_eye_water, 水傀儡之眼
croparia:golem_eye_ice, 冰傀儡之眼
croparia:golem_eye_steam, 蒸汽傀儡之眼
croparia:golem_eye_fire, 火傀儡之眼
croparia:golem_eye_lava, 熔岩傀儡之眼
croparia:golem_eye_obsidian, 黑曜石傀儡之眼
croparia:golem_eye_earth, 土傀儡之眼
croparia:golem_eye_mud, 泥土傀儡之眼
croparia:golem_eye_dust, 尘埃傀儡之眼
croparia:golem_eye_air, 风傀儡之眼
croparia:golem_eye_smoke, 烟雾傀儡之眼
croparia:golem_eye_lightning, 闪电傀儡之眼
croparia:elemental_stone, 元素石
croparia:water_block, 水元素方块
croparia:fire_block, 火元素方块
croparia:earth_block, 土元素方块
croparia:air_block, 风元素方块
croparia:water_gem_ore, 水宝石矿
croparia:fire_gem_ore, 火元素宝石矿石
croparia:earth_gem_ore, 土元素宝石矿石
croparia:air_gem_ore, 风元素宝石矿石
croparia:quick_ice, 流冰
croparia:icy_plant, 冰植株
croparia:poisonous_icy_plant, 有毒冰植株
croparia:obsidian_ground, 黑曜石路径
croparia:fired_obsidian_ground, 离火黑曜石路径
croparia:quick_sand, 流沙
croparia:cloud, 云
croparia:bounce_cloud, 弹跳云
croparia:gift, 礼物
croparia:block_breaker, 作物收割机
croparia:block_breaker2, 作物收割机：二级
croparia:block_breaker3, 作物收割机：三级
croparia:obsidian_axe, 黑曜石斧
croparia:obsidian_pickaxe, 黑曜石镐
croparia:obsidian_sword, 黑曜石剑
croparia:obsidian_shovel, 黑曜石锹
croparia:obsidian_hoe, 黑曜石锄
croparia:renforced_axe, 钻曜斧
croparia:renforced_pickaxe, 钻曜镐
croparia:renforced_sword, 钻曜剑
croparia:renforced_shovel, 钻曜锹
croparia:renforced_hoe, 钻曜锄
croparia:wood_pestle, 木质杵
croparia:stone_pestle, 石质杵
croparia:iron_pestle, 铁质杵
croparia:gold_pestle, 金质杵
croparia:diamond_pestle, 钻石杵
croparia:obsidian_pestle, 黑曜石杵
croparia:renforced_pestle, 钻曜杵
croparia:elemental_pestle, 元素杵
croparia:elemental_fire, 火元素
croparia:elemental_water, 水元素
croparia:elemental_earth, 土元素
croparia:elemental_air, 风元素
croparia:water_gem, 水元素宝石
croparia:fire_gem, 水元素宝石
croparia:earth_gem, 土元素宝石
croparia:air_gem, 风元素宝石
croparia:potion_elematilius, 元素药水
croparia:potion_water, 水元素药水
croparia:potion_fire, 火元素药水
croparia:potion_earth, 土元素药水
croparia:potion_air, 风元素药水
croparia:infusor, 灌注器
croparia:infusor2, 元素灌注器
croparia:infusor2_elemental, 元素灌注器
croparia:infusor2_water, 水元素灌注器
croparia:infusor2_fire, 火元素灌注器
croparia:infusor2_earth, 土元素灌注器
croparia:infusor2_air, 风元素灌注器
croparia:ritual_stand, 仪式台
croparia:ritual_stand_t2, 仪式台：二级
croparia:ritual_stand_t3, 仪式台：三级
croparia:greenhouse, 温室
croparia:water_guard, 水保护装置
croparia:infinite_apple, 无限苹果
croparia:horn_plenty, 丰饶号角
croparia:midas_hand, 点金之手
croparia:scythe, 死神之镰
croparia:teleporter, 传送器
croparia:obsidian_helmet, 黑曜石头盔
croparia:obsidian_chestplate, 黑曜石胸甲
croparia:obsidian_leggings, 黑曜石护腿
croparia:obsidian_boots, 黑曜石靴子
croparia:renforced_helmet, 钻曜头盔
croparia:renforced_chestplate, 钻曜胸甲
croparia:renforced_leggings, 钻曜护腿
croparia:renforced_boots, 钻曜靴子
croparia:elemental_water_helmet, 水元素头盔
croparia:elemental_water_chestplate, 水元素胸甲
croparia:elemental_water_leggings, 水元素护腿
croparia:elemental_water_boots, 水元素靴子
croparia:elemental_fire_helmet, 火元素头盔
croparia:elemental_fire_chestplate, 火元素胸甲
croparia:elemental_fire_leggings, 火元素护腿
croparia:elemental_fire_boots, 火元素靴子
croparia:elemental_earth_helmet, 土元素头盔
croparia:elemental_earth_chestplate, 土元素胸甲
croparia:elemental_earth_leggings, 土元素护腿
croparia:elemental_earth_boots, 土元素靴子
croparia:elemental_air_helmet, 风元素头盔
croparia:elemental_air_chestplate, 风元素胸甲
croparia:elemental_air_leggings, 风元素护腿
croparia:elemental_air_boots, 风元素靴子
croparia:water_gem_helmet, 水宝石头盔
croparia:water_gem_chestplate, 水宝石胸甲
croparia:water_gem_leggings, 水宝石护腿
croparia:water_gem_boots, 水宝石靴子
croparia:fire_gem_helmet, 火元素宝石头盔
croparia:fire_gem_chestplate, 火元素宝石胸甲
croparia:fire_gem_leggings, 火元素宝石护腿
croparia:fire_gem_boots, 火元素宝石靴子
croparia:earth_gem_helmet, 土元素宝石头盔
croparia:earth_gem_chestplate, 土元素宝石胸甲
croparia:earth_gem_leggings, 土元素宝石护腿
croparia:earth_gem_boots, 土元素宝石靴子
croparia:air_gem_helmet, 风元素宝石头盔
croparia:air_gem_chestplate, 风元素宝石胸甲
croparia:air_gem_leggings, 风元素宝石护腿
croparia:air_gem_boots, 风元素宝石靴子
croparia:water_axe, 水元素斧
croparia:water_pickaxe, 水元素镐
croparia:water_sword, 水元素剑
croparia:water_shovel, 水元素锹
croparia:water_hoe, 水元素锄
croparia:fire_axe, 火元素斧
croparia:fire_pickaxe, 火元素镐
croparia:fire_sword, 火元素剑
croparia:fire_shovel, 火元素锹
croparia:fire_hoe, 火元素锄
croparia:earth_axe, 土元素斧
croparia:earth_pickaxe, 土元素镐
croparia:earth_sword, 土元素剑
croparia:earth_shovel, 土元素锹
croparia:earth_hoe, 土元素锄
croparia:air_axe, 风元素斧
croparia:air_pickaxe, 风元素镐
croparia:air_sword, 风元素剑
croparia:air_shovel, 风元素锹
croparia:air_hoe, 风元素锄
croparia:chicken_leg, 生鸡肉
croparia:roast_beef, 生牛肉
croparia:roast_porc, 生猪肉
croparia:horse_meat, 生马肉
croparia:squid_meat, 生鱿鱼肉
croparia:cooked_chicken_leg, 熟鸡肉
croparia:cooked_roast_beef, 熟牛肉
croparia:cooked_roast_porc, 熟猪肉
croparia:cooked_horse_meat, 熟马肉
croparia:cooked_squid_meat, 熟鱿鱼肉
croparia:wood_multitool, 木质多功能工具
croparia:stone_multitool, 石质多功能工具
croparia:iron_multitool, 铁质多功能工具
croparia:gold_multitool, 金质多功能工具
croparia:diamond_multitool, 钻石多功能工具
croparia:obsidian_multitool, 黑曜石多功能工具
croparia:renforced_multitool, 钻曜多功能工具
croparia:elemental_multitool, 元素多功能工具
croparia:fire_multitool, 火元素多功能工具
croparia:water_multitool, 水元素多功能工具
croparia:earth_multitool, 土元素多功能工具
croparia:air_multitool, 风元素多功能工具
croparia:apricot, 杏
croparia:apricot_collector, 杏收集器
croparia:apricot_pie, 芝士派
croparia:banana, 香蕉
croparia:banana_collector, 香蕉收集器
croparia:banana_pie, 香蕉派
croparia:cherry, 樱桃
croparia:cherry_collector, 樱桃收集器
croparia:cherry_pie, 樱桃派
croparia:kiwi, 猕猴桃
croparia:kiwi_collector, 猕猴桃收集器
croparia:kiwi_pie, 猕猴桃派
croparia:lemon, 柠檬
croparia:lemon_collector, 柠檬收集器
croparia:lemon_pie, 柠檬派
croparia:orange, 橙子
croparia:orange_collector, 橙子收集器
croparia:orange_pie, 橙子派
croparia:pear, 梨子
croparia:pear_collector, 梨子收集器
croparia:pear_pie, 梨子派
croparia:flour, 面粉
croparia:reward, 每日奖励方块
croparia:coal_furnace, 煤炭熔炉
croparia:iron_furnace, 铁熔炉
croparia:gold_furnace, 金熔炉
croparia:redstone_furnace, 红石熔炉
croparia:lapis_furnace, 青金石熔炉
croparia:diamond_furnace, 钻石熔炉
croparia:obsidian_furnace, 黑曜石熔炉
croparia:renforced_furnace, 钻曜熔炉
croparia:fire_furnace, 元素之火熔炉
croparia:seed_crop_coal, 煤炭种子
croparia:seed_crop_iron, 铁种子
croparia:seed_crop_gold, 黄金种子
croparia:seed_crop_redstone, 红石种子
croparia:seed_crop_lapis, 青金石种子
croparia:seed_crop_diamond, 钻石种子
croparia:seed_crop_emerald, 绿宝石种子
croparia:seed_crop_elemental, 元素种子
croparia:fruit_coal, 煤炭果实
croparia:fruit_iron, 铁果实
croparia:fruit_gold, 黄金果实
croparia:fruit_redstone, 红石果实
croparia:fruit_lapis, 青金石果实
croparia:fruit_diamond, 钻石果实
croparia:fruit_emerald, 绿宝石果实
croparia:fruit_elemental, 元素果实
croparia:seed_stem_elemental, 元素花种
croparia:seed_crop_clay, 粘土种子
croparia:fruit_clay, 粘土果实
croparia:seed_crop_glowstone, 荧石种子
croparia:fruit_glowstone, 荧石果实
croparia:seed_crop_quartz, 下界石英种子
croparia:fruit_quartz, 下界石英果实
croparia:seed_crop_shard, 海晶碎片种子
croparia:fruit_shard, 海晶碎片果实
croparia:seed_crop_crystal, 海晶沙粒种子
croparia:fruit_crystal, 海晶沙粒果实
croparia:seed_crop_paper, 纸张种子
croparia:fruit_paper, 纸张果实
croparia:seed_crop_sugar, 蔗糖种子
croparia:fruit_sugar, 蔗糖果实
croparia:seed_crop_charcoal, 木炭种子
croparia:fruit_charcoal, 木炭果实
croparia:seed_crop_flint, 燧石种子
croparia:fruit_flint, 燧石果实
croparia:seed_crop_snowball, 雪球种子
croparia:fruit_snowball, 雪球果实
croparia:seed_crop_firework, 烟花种子
croparia:fruit_firework, 烟花果实
croparia:seed_crop_nether, 地狱砖种子
croparia:fruit_nether, 下界之星果实
croparia:seed_crop_bottle, 玻璃瓶种子
croparia:fruit_bottle, 玻璃瓶果实
croparia:seed_crop_totem, 图腾种子
croparia:fruit_totem, 图腾果实
croparia:seed_crop_lead2, 栓绳种子
croparia:fruit_lead2, 栓绳果实
croparia:seed_crop_nametag, 命名牌种子
croparia:fruit_nametag, 命名牌果实
croparia:seed_crop_xp, 经验瓶种子
croparia:fruit_xp, 经验瓶果实
croparia:seed_crop_ender, 末影种子
croparia:fruit_ender, 末影果实
croparia:seed_crop_bone, 骨头种子
croparia:fruit_bone, 骨头果实
croparia:seed_crop_eye, 蛛眼种子
croparia:fruit_eye, 蛛眼果实
croparia:seed_crop_powder, 火药种子
croparia:fruit_powder, 火药果实
croparia:seed_crop_blaze, 烈焰棒种子
croparia:fruit_blaze, 烈焰棒果实
croparia:seed_crop_ghast, 恶魂泪种子
croparia:fruit_ghast, 恶魂泪果实
croparia:seed_crop_magma, 岩浆膏种子
croparia:fruit_magma, 岩浆膏果实
croparia:seed_crop_shell, 潜影壳种子
croparia:fruit_shell, 潜影壳果实
croparia:seed_crop_slime, 史莱姆种子
croparia:fruit_slime, 史莱姆果实
croparia:seed_crop_star, 下界之星种子
croparia:fruit_star, 下界之星果实
croparia:seed_crop_string, 蛛丝种子
croparia:fruit_string, 蛛丝果实
croparia:seed_crop_zombie, 腐肉种子
croparia:fruit_zombie, 腐肉果实
croparia:seed_crop_apple, 苹果种子
croparia:fruit_apple, 苹果果实
croparia:seed_crop_goldenapple, 金苹果种子
croparia:fruit_gapple, 金苹果果实
croparia:seed_crop_bread, 面包种子
croparia:fruit_bread, 面包果实
croparia:seed_crop_egg, 鸡蛋种子
croparia:fruit_egg, 鸡蛋果实
croparia:seed_crop_clownfish, 小丑鱼种子
croparia:fruit_clownfish, 小丑鱼果实
croparia:seed_crop_pufferfish, 河豚种子
croparia:fruit_pufferfish, 河豚果实
croparia:seed_crop_cookie, 饼干种子
croparia:fruit_cookie, 饼干果实
croparia:seed_crop_chorus, 紫颂果种子
croparia:fruit_chorus, 紫颂果果实
croparia:seed_crop_rawporc, 猪肉种子
croparia:fruit_rawporc, 猪肉果实
croparia:seed_crop_rawbeef, 牛肉种子
croparia:fruit_rawbeef, 牛肉果实
croparia:seed_crop_fish, 鱼种子
croparia:fruit_fish, 鱼果实
croparia:seed_crop_salmon, 鲑鱼种子
croparia:fruit_salmon, 鲑鱼果实
croparia:seed_crop_rawmutton, 羊肉种子
croparia:fruit_rawmutton, 羊肉果实
croparia:seed_crop_rawrabbit, 兔肉种子
croparia:fruit_rawrabbit, 兔肉果实
croparia:seed_crop_rawchicken, 鸡肉种子
croparia:fruit_rawchicken, 鸡肉果实
croparia:seed_crop_orange, 橙色染料种子
croparia:fruit_orange, 橙色染料果实
croparia:seed_crop_magenta, 品红色染料种子
croparia:fruit_magenta, 品红色染料果实
croparia:seed_crop_lightblue, 淡蓝色染料种子
croparia:fruit_lightblue, 淡蓝色染料果实
croparia:seed_crop_yellow, 黄色染料种子
croparia:fruit_yellow, 黄色染料果实
croparia:seed_crop_lime, 黄绿色染料种子
croparia:fruit_lime, 黄绿色染料果实
croparia:seed_crop_pink, 粉红色染料种子
croparia:fruit_pink, 粉红色染料果实
croparia:seed_crop_gray, 灰色染料种子
croparia:fruit_gray, 灰色染料果实
croparia:seed_crop_silver, 淡灰色染料种子
croparia:fruit_silver, 淡灰色染料果实
croparia:seed_crop_cyan, 青色染料种子
croparia:fruit_cyan, 青色染料果实
croparia:seed_crop_purple, 紫色染料种子
croparia:fruit_purple, 紫色染料果实
croparia:seed_crop_brown, 棕色染料种子
croparia:fruit_brown, 棕色染料果实
croparia:seed_crop_green, 绿色染料种子
croparia:fruit_green, 绿色染料果实
croparia:seed_crop_red, 红色染料种子
croparia:fruit_red, 红色染料果实
croparia:seed_crop_black, 墨囊种子
croparia:fruit_black, 墨囊果实
croparia:seed_crop_vine, 藤蔓种子
croparia:fruit_vine, 藤蔓果实
croparia:seed_crop_lilypad, 睡莲种子
croparia:fruit_lilypad, 睡莲果实
croparia:seed_crop_tallgrass, 高草种子
croparia:fruit_tallgrass, 高草果实
croparia:seed_crop_largefern, 大型蕨种子
croparia:fruit_largefern, 大型蕨果实
croparia:seed_crop_bush, 灌木种子
croparia:fruit_bush, 灌木果实
croparia:seed_crop_grass1, 草种子
croparia:fruit_grass1, 草果实
croparia:seed_crop_fern, 蕨种子
croparia:fruit_fern, 蕨果实
croparia:seed_crop_oak, 橡树种子
croparia:fruit_oak, 橡树果实
croparia:seed_crop_birch, 白桦树种子
croparia:fruit_birch, 白桦树果实
croparia:seed_crop_spruce, 云杉树种子
croparia:fruit_spruce, 云杉树果实
croparia:seed_crop_jungle, 丛林树种子
croparia:fruit_jungle, 丛林树果实
croparia:seed_crop_darkoak, 深色橡树种子
croparia:fruit_darkoak, 深色橡木果实
croparia:seed_crop_acacia, 金合欢树种子
croparia:fruit_acacia, 金合欢果实
croparia:seed_crop_leather, 皮革种子
croparia:fruit_leather, 皮革果实
croparia:seed_crop_feather, 羽毛种子
croparia:fruit_feather, 羽毛果实
croparia:seed_crop_hide, 兔皮种子
croparia:fruit_hide, 兔皮果实
croparia:seed_crop_foot, 兔脚种子
croparia:fruit_foot, 兔脚果实
croparia:seed_crop_aluminium, 铝种子
croparia:fruit_aluminium, 铝果实
croparia:aluminium_ingot, 铝锭
croparia:seed_crop_brass, 黄铜种子
croparia:fruit_brass, 黄铜果实
croparia:brass_ingot, 黄铜锭
croparia:seed_crop_bronze, 青铜种子
croparia:fruit_bronze, 青铜果实
croparia:bronze_ingot, 青铜锭
croparia:seed_crop_chrome, 铬种子
croparia:fruit_chrome, 铬果实
croparia:chrome_ingot, 铬锭
croparia:seed_crop_copper, 铜种子
croparia:fruit_copper, 铜果实
croparia:copper_ingot, 铜锭
croparia:seed_crop_electrum, 琥珀金种子
croparia:fruit_electrum, 琥珀金果实
croparia:electrum_ingot, 琥珀金锭
croparia:seed_crop_invar, 殷钢种子
